timestamp,pond-temperature,context_pond-temperature,date
1640096416536,20.88,{},2021-12-21 19:50:16.536000+05:30
1640096045457,20.88,{},2021-12-21 19:44:05.457000+05:30
1640095674372,20.94,{},2021-12-21 19:37:54.372000+05:30
1640095303272,20.94,{},2021-12-21 19:31:43.272000+05:30
1640094932170,20.94,{},2021-12-21 19:25:32.170000+05:30
1640094189922,21.0,{},2021-12-21 19:13:09.922000+05:30
1640093818758,20.94,{},2021-12-21 19:06:58.758000+05:30
1640093447588,21.0,{},2021-12-21 19:00:47.588000+05:30
1640093076400,21.0,{},2021-12-21 18:54:36.400000+05:30
1640092705189,21.06,{},2021-12-21 18:48:25.189000+05:30
1640092333972,21.06,{},2021-12-21 18:42:13.972000+05:30
1640091962730,21.0,{},2021-12-21 18:36:02.730000+05:30
1640091591461,21.0,{},2021-12-21 18:29:51.461000+05:30
1640091220194,21.13,{},2021-12-21 18:23:40.194000+05:30
1640090848849,21.13,{},2021-12-21 18:17:28.849000+05:30
1640090477483,21.06,{},2021-12-21 18:11:17.483000+05:30
1640090106085,20.94,{},2021-12-21 18:05:06.085000+05:30
1640089734649,20.94,{},2021-12-21 17:58:54.649000+05:30
1640089363158,20.88,{},2021-12-21 17:52:43.158000+05:30
1640088991613,20.94,{},2021-12-21 17:46:31.613000+05:30
1640088620002,20.81,{},2021-12-21 17:40:20.002000+05:30
1640088248332,20.94,{},2021-12-21 17:34:08.332000+05:30
1640087876618,21.0,{},2021-12-21 17:27:56.618000+05:30
1640087504851,20.88,{},2021-12-21 17:21:44.851000+05:30
1640087133013,20.94,{},2021-12-21 17:15:33.013000+05:30
1640086761178,20.81,{},2021-12-21 17:09:21.178000+05:30
1640086017364,20.88,{},2021-12-21 16:56:57.364000+05:30
1640085645362,20.81,{},2021-12-21 16:50:45.362000+05:30
1640085273396,20.81,{},2021-12-21 16:44:33.396000+05:30
1640084529311,20.88,{},2021-12-21 16:32:09.311000+05:30
1640084157243,20.88,{},2021-12-21 16:25:57.243000+05:30
1640083785159,20.88,{},2021-12-21 16:19:45.159000+05:30
1640083413044,20.81,{},2021-12-21 16:13:33.044000+05:30
1640083041562,20.81,{},2021-12-21 16:07:21.562000+05:30
1640082296628,20.69,{},2021-12-21 15:54:56.628000+05:30
1640081924465,20.56,{},2021-12-21 15:48:44.465000+05:30
1640081552449,20.69,{},2021-12-21 15:42:32.449000+05:30
1640081180379,20.63,{},2021-12-21 15:36:20.379000+05:30
1640080435994,20.56,{},2021-12-21 15:23:55.994000+05:30
1640080063753,20.56,{},2021-12-21 15:17:43.753000+05:30
1640079698620,20.63,{},2021-12-21 15:11:38.620000+05:30
1640079319114,20.63,{},2021-12-21 15:05:19.114000+05:30
1640078946979,20.56,{},2021-12-21 14:59:06.979000+05:30
1640078574581,20.5,{},2021-12-21 14:52:54.581000+05:30
1640078203344,20.56,{},2021-12-21 14:46:43.344000+05:30
1640077829978,20.5,{},2021-12-21 14:40:29.978000+05:30
1640077457670,20.56,{},2021-12-21 14:34:17.670000+05:30
1640077085351,20.5,{},2021-12-21 14:28:05.351000+05:30
1640076340729,20.69,{},2021-12-21 14:15:40.729000+05:30
1640075968450,20.63,{},2021-12-21 14:09:28.450000+05:30
1640075596184,20.56,{},2021-12-21 14:03:16.184000+05:30
1640075223957,20.5,{},2021-12-21 13:57:03.957000+05:30
1640074479535,20.31,{},2021-12-21 13:44:39.535000+05:30
1640074107328,20.25,{},2021-12-21 13:38:27.328000+05:30
1640073735177,20.06,{},2021-12-21 13:32:15.177000+05:30
1640073362961,20.13,{},2021-12-21 13:26:02.961000+05:30
1640072990803,20.06,{},2021-12-21 13:19:50.803000+05:30
1640072618662,19.94,{},2021-12-21 13:13:38.662000+05:30
1640071874458,19.56,{},2021-12-21 13:01:14.458000+05:30
1640071502538,19.31,{},2021-12-21 12:55:02.538000+05:30
1640071130369,19.31,{},2021-12-21 12:48:50.369000+05:30
1640070758399,19.13,{},2021-12-21 12:42:38.399000+05:30
1640070386342,19.06,{},2021-12-21 12:36:26.342000+05:30
1640070014366,19.0,{},2021-12-21 12:30:14.366000+05:30
1640069642410,18.94,{},2021-12-21 12:24:02.410000+05:30
1640069270481,18.94,{},2021-12-21 12:17:50.481000+05:30
1640068898582,19.0,{},2021-12-21 12:11:38.582000+05:30
1640068526714,19.0,{},2021-12-21 12:05:26.714000+05:30
1640068154907,18.81,{},2021-12-21 11:59:14.907000+05:30
1640067783069,18.81,{},2021-12-21 11:53:03.069000+05:30
1640067412873,18.69,{},2021-12-21 11:46:52.873000+05:30
1640067039737,18.69,{},2021-12-21 11:40:39.737000+05:30
1640066667845,18.56,{},2021-12-21 11:34:27.845000+05:30
1640066296240,18.56,{},2021-12-21 11:28:16.240000+05:30
1640065924528,18.63,{},2021-12-21 11:22:04.528000+05:30
1640065552902,18.56,{},2021-12-21 11:15:52.902000+05:30
1640065181414,18.56,{},2021-12-21 11:09:41.414000+05:30
1640064809860,18.56,{},2021-12-21 11:03:29.860000+05:30
1640064438409,18.5,{},2021-12-21 10:57:18.409000+05:30
1640064066973,18.5,{},2021-12-21 10:51:06.973000+05:30
1640063695583,18.5,{},2021-12-21 10:44:55.583000+05:30
1640063324242,18.38,{},2021-12-21 10:38:44.242000+05:30
1640062952926,18.38,{},2021-12-21 10:32:32.926000+05:30
1640062210415,18.19,{},2021-12-21 10:20:10.415000+05:30
1640061839214,18.19,{},2021-12-21 10:13:59.214000+05:30
1640061469842,18.19,{},2021-12-21 10:07:49.842000+05:30
1640060726019,18.25,{},2021-12-21 09:55:26.019000+05:30
1640060354750,18.13,{},2021-12-21 09:49:14.750000+05:30
1640059984000,18.25,{},2021-12-21 09:43:04+05:30
1640059612769,18.19,{},2021-12-21 09:36:52.769000+05:30
1640059241832,18.25,{},2021-12-21 09:30:41.832000+05:30
1640058871226,18.25,{},2021-12-21 09:24:31.226000+05:30
1640058500064,18.19,{},2021-12-21 09:18:20.064000+05:30
1640058129246,18.25,{},2021-12-21 09:12:09.246000+05:30
1640057758447,18.31,{},2021-12-21 09:05:58.447000+05:30
1640057387668,18.25,{},2021-12-21 08:59:47.668000+05:30
1640057016930,18.19,{},2021-12-21 08:53:36.930000+05:30
1640056646224,18.19,{},2021-12-21 08:47:26.224000+05:30
1640056277274,18.25,{},2021-12-21 08:41:17.274000+05:30
1640055905062,18.19,{},2021-12-21 08:35:05.062000+05:30
1640055534293,18.25,{},2021-12-21 08:28:54.293000+05:30
1640055163705,18.25,{},2021-12-21 08:22:43.705000+05:30
1640054793129,18.13,{},2021-12-21 08:16:33.129000+05:30
1640054422570,18.25,{},2021-12-21 08:10:22.570000+05:30
1640054052242,18.31,{},2021-12-21 08:04:12.242000+05:30
1640053681542,18.19,{},2021-12-21 07:58:01.542000+05:30
1640053311056,18.19,{},2021-12-21 07:51:51.056000+05:30
1640052940595,18.44,{},2021-12-21 07:45:40.595000+05:30
1640052570299,18.38,{},2021-12-21 07:39:30.299000+05:30
1640052199726,18.38,{},2021-12-21 07:33:19.726000+05:30
1640051829306,18.38,{},2021-12-21 07:27:09.306000+05:30
1640051458896,18.44,{},2021-12-21 07:20:58.896000+05:30
1640051088488,18.38,{},2021-12-21 07:14:48.488000+05:30
1640050718146,18.44,{},2021-12-21 07:08:38.146000+05:30
1640021058006,20.0,{},2021-12-20 22:54:18.006000+05:30
1640020687189,20.06,{},2021-12-20 22:48:07.189000+05:30
1640020316366,20.06,{},2021-12-20 22:41:56.366000+05:30
1640019574688,20.13,{},2021-12-20 22:29:34.688000+05:30
1640018832958,20.13,{},2021-12-20 22:17:12.958000+05:30
1640018462095,20.31,{},2021-12-20 22:11:02.095000+05:30
1640018091233,20.25,{},2021-12-20 22:04:51.233000+05:30
1640017720367,20.25,{},2021-12-20 21:58:40.367000+05:30
1640017349724,20.38,{},2021-12-20 21:52:29.724000+05:30
1640016978611,20.38,{},2021-12-20 21:46:18.611000+05:30
1640016607710,20.31,{},2021-12-20 21:40:07.710000+05:30
1640016236806,20.44,{},2021-12-20 21:33:56.806000+05:30
1640015866129,20.44,{},2021-12-20 21:27:46.129000+05:30
1640015494983,20.31,{},2021-12-20 21:21:34.983000+05:30
1640014753130,20.63,{},2021-12-20 21:09:13.130000+05:30
1640014382196,20.56,{},2021-12-20 21:03:02.196000+05:30
1640014011256,20.5,{},2021-12-20 20:56:51.256000+05:30
1640013640319,20.5,{},2021-12-20 20:50:40.319000+05:30
1640013269562,20.69,{},2021-12-20 20:44:29.562000+05:30
1640012898421,20.63,{},2021-12-20 20:38:18.421000+05:30
1640012527454,20.75,{},2021-12-20 20:32:07.454000+05:30
1640012156645,20.69,{},2021-12-20 20:25:56.645000+05:30
1640011785509,20.69,{},2021-12-20 20:19:45.509000+05:30
1640011414527,20.81,{},2021-12-20 20:13:34.527000+05:30
1640011043534,20.75,{},2021-12-20 20:07:23.534000+05:30
1640010672807,20.81,{},2021-12-20 20:01:12.807000+05:30
1640010301497,20.81,{},2021-12-20 19:55:01.497000+05:30
1640009930458,20.88,{},2021-12-20 19:48:50.458000+05:30
1640009559396,20.75,{},2021-12-20 19:42:39.396000+05:30
1640009188325,20.88,{},2021-12-20 19:36:28.325000+05:30
1640008817243,20.88,{},2021-12-20 19:30:17.243000+05:30
1640008446154,20.88,{},2021-12-20 19:24:06.154000+05:30
1640008075047,20.94,{},2021-12-20 19:17:55.047000+05:30
1640007703937,21.0,{},2021-12-20 19:11:43.937000+05:30
1640007332801,20.88,{},2021-12-20 19:05:32.801000+05:30
1640006961643,20.94,{},2021-12-20 18:59:21.643000+05:30
1640006590472,21.0,{},2021-12-20 18:53:10.472000+05:30
1640006219290,20.94,{},2021-12-20 18:46:59.290000+05:30
1640005848088,21.0,{},2021-12-20 18:40:48.088000+05:30
1640005476868,20.88,{},2021-12-20 18:34:36.868000+05:30
1640005105627,21.0,{},2021-12-20 18:28:25.627000+05:30
1640004734356,21.06,{},2021-12-20 18:22:14.356000+05:30
1640004363081,21.19,{},2021-12-20 18:16:03.081000+05:30
1640003991772,21.06,{},2021-12-20 18:09:51.772000+05:30
1640003249030,21.13,{},2021-12-20 17:57:29.030000+05:30
1640002877590,21.13,{},2021-12-20 17:51:17.590000+05:30
1640002506073,21.06,{},2021-12-20 17:45:06.073000+05:30
1640002134603,21.13,{},2021-12-20 17:38:54.603000+05:30
1640001766613,21.13,{},2021-12-20 17:32:46.613000+05:30
1640001019783,21.13,{},2021-12-20 17:20:19.783000+05:30
1640000276157,21.13,{},2021-12-20 17:07:56.157000+05:30
1639999912340,21.13,{},2021-12-20 17:01:52.340000+05:30
1639999540531,21.13,{},2021-12-20 16:55:40.531000+05:30
1639999168671,21.0,{},2021-12-20 16:49:28.671000+05:30
1639998796822,21.06,{},2021-12-20 16:43:16.822000+05:30
1639998424918,21.06,{},2021-12-20 16:37:04.918000+05:30
1639998053007,21.0,{},2021-12-20 16:30:53.007000+05:30
1639997681051,21.06,{},2021-12-20 16:24:41.051000+05:30
1639997309069,21.0,{},2021-12-20 16:18:29.069000+05:30
1639996937070,20.94,{},2021-12-20 16:12:17.070000+05:30
1639996565031,20.94,{},2021-12-20 16:06:05.031000+05:30
1639996192981,20.88,{},2021-12-20 15:59:52.981000+05:30
1639995820927,20.88,{},2021-12-20 15:53:40.927000+05:30
1639995448825,20.81,{},2021-12-20 15:47:28.825000+05:30
1639995076702,20.88,{},2021-12-20 15:41:16.702000+05:30
1639994704579,20.94,{},2021-12-20 15:35:04.579000+05:30
1639994332449,20.94,{},2021-12-20 15:28:52.449000+05:30
1639993960304,20.75,{},2021-12-20 15:22:40.304000+05:30
1639993588220,20.88,{},2021-12-20 15:16:28.220000+05:30
1639993216123,20.88,{},2021-12-20 15:10:16.123000+05:30
1639992843916,20.81,{},2021-12-20 15:04:03.916000+05:30
1639992471763,20.69,{},2021-12-20 14:57:51.763000+05:30
1639992099624,20.81,{},2021-12-20 14:51:39.624000+05:30
1639991727466,20.69,{},2021-12-20 14:45:27.466000+05:30
1639991355303,20.75,{},2021-12-20 14:39:15.303000+05:30
1639990983111,20.69,{},2021-12-20 14:33:03.111000+05:30
1639990610953,20.69,{},2021-12-20 14:26:50.953000+05:30
1639990238786,20.69,{},2021-12-20 14:20:38.786000+05:30
1639989866656,20.69,{},2021-12-20 14:14:26.656000+05:30
1639989494522,20.75,{},2021-12-20 14:08:14.522000+05:30
1639989122424,20.63,{},2021-12-20 14:02:02.424000+05:30
1639988750341,20.56,{},2021-12-20 13:55:50.341000+05:30
1639988378261,20.56,{},2021-12-20 13:49:38.261000+05:30
1639988006221,20.56,{},2021-12-20 13:43:26.221000+05:30
1639987634210,20.44,{},2021-12-20 13:37:14.210000+05:30
1639987262244,20.44,{},2021-12-20 13:31:02.244000+05:30
1639986890289,20.25,{},2021-12-20 13:24:50.289000+05:30
1639986518340,20.25,{},2021-12-20 13:18:38.340000+05:30
1639986146403,20.25,{},2021-12-20 13:12:26.403000+05:30
1639985774513,20.06,{},2021-12-20 13:06:14.513000+05:30
1639985402646,19.94,{},2021-12-20 13:00:02.646000+05:30
1639985030785,19.81,{},2021-12-20 12:53:50.785000+05:30
1639984658965,19.81,{},2021-12-20 12:47:38.965000+05:30
1639984287163,19.81,{},2021-12-20 12:41:27.163000+05:30
1639983915393,19.69,{},2021-12-20 12:35:15.393000+05:30
1639983543646,19.63,{},2021-12-20 12:29:03.646000+05:30
1639983171904,19.56,{},2021-12-20 12:22:51.904000+05:30
1639982800173,19.44,{},2021-12-20 12:16:40.173000+05:30
1639982428452,19.38,{},2021-12-20 12:10:28.452000+05:30
1639982056780,19.25,{},2021-12-20 12:04:16.780000+05:30
1639981685065,19.19,{},2021-12-20 11:58:05.065000+05:30
1639981313421,19.25,{},2021-12-20 11:51:53.421000+05:30
1639980941786,19.31,{},2021-12-20 11:45:41.786000+05:30
1639980570192,19.25,{},2021-12-20 11:39:30.192000+05:30
1639980198617,19.19,{},2021-12-20 11:33:18.617000+05:30
1639979827173,19.25,{},2021-12-20 11:27:07.173000+05:30
1639979456463,19.25,{},2021-12-20 11:20:56.463000+05:30
1639954638122,19.5,{},2021-12-20 04:27:18.122000+05:30
1639954267529,19.5,{},2021-12-20 04:21:07.529000+05:30
1639953896919,19.56,{},2021-12-20 04:14:56.919000+05:30
1639953526314,19.63,{},2021-12-20 04:08:46.314000+05:30
1639953155706,19.63,{},2021-12-20 04:02:35.706000+05:30
1639952785116,19.63,{},2021-12-20 03:56:25.116000+05:30
1639952414487,19.69,{},2021-12-20 03:50:14.487000+05:30
1639952043878,19.69,{},2021-12-20 03:44:03.878000+05:30
1639951673300,19.63,{},2021-12-20 03:37:53.300000+05:30
1639951302667,19.56,{},2021-12-20 03:31:42.667000+05:30
1639950932069,19.63,{},2021-12-20 03:25:32.069000+05:30
1639950561474,19.69,{},2021-12-20 03:19:21.474000+05:30
1639950190883,19.81,{},2021-12-20 03:13:10.883000+05:30
1639949820301,19.81,{},2021-12-20 03:07:00.301000+05:30
1639949449705,19.75,{},2021-12-20 03:00:49.705000+05:30
1639949079113,19.88,{},2021-12-20 02:54:39.113000+05:30
1639948708501,19.94,{},2021-12-20 02:48:28.501000+05:30
1639948337909,19.81,{},2021-12-20 02:42:17.909000+05:30
1639947967279,19.94,{},2021-12-20 02:36:07.279000+05:30
1639947596660,19.94,{},2021-12-20 02:29:56.660000+05:30
1639947226045,20.0,{},2021-12-20 02:23:46.045000+05:30
1639946855398,20.06,{},2021-12-20 02:17:35.398000+05:30
1639946484771,20.0,{},2021-12-20 02:11:24.771000+05:30
1639946114124,20.06,{},2021-12-20 02:05:14.124000+05:30
1639945743479,20.0,{},2021-12-20 01:59:03.479000+05:30
1639945372822,20.19,{},2021-12-20 01:52:52.822000+05:30
1639945002166,20.19,{},2021-12-20 01:46:42.166000+05:30
1639944631508,20.13,{},2021-12-20 01:40:31.508000+05:30
1639944260845,20.13,{},2021-12-20 01:34:20.845000+05:30
1639943890176,20.19,{},2021-12-20 01:28:10.176000+05:30
1639943519493,20.19,{},2021-12-20 01:21:59.493000+05:30
1639943148818,20.19,{},2021-12-20 01:15:48.818000+05:30
1639942778131,20.19,{},2021-12-20 01:09:38.131000+05:30
1639942407442,20.19,{},2021-12-20 01:03:27.442000+05:30
1639942036747,20.25,{},2021-12-20 00:57:16.747000+05:30
1639941666049,20.44,{},2021-12-20 00:51:06.049000+05:30
1639941295355,20.44,{},2021-12-20 00:44:55.355000+05:30
1639940924637,20.44,{},2021-12-20 00:38:44.637000+05:30
1639940553927,20.5,{},2021-12-20 00:32:33.927000+05:30
1639940183201,20.5,{},2021-12-20 00:26:23.201000+05:30
1639939812487,20.5,{},2021-12-20 00:20:12.487000+05:30
1639939441740,20.5,{},2021-12-20 00:14:01.740000+05:30
1639939071010,20.56,{},2021-12-20 00:07:51.010000+05:30
1639938700402,20.63,{},2021-12-20 00:01:40.402000+05:30
1639938329520,20.56,{},2021-12-19 23:55:29.520000+05:30
1639937958911,20.5,{},2021-12-19 23:49:18.911000+05:30
1639937588005,20.56,{},2021-12-19 23:43:08.005000+05:30
1639937217239,20.56,{},2021-12-19 23:36:57.239000+05:30
1639936846520,20.63,{},2021-12-19 23:30:46.520000+05:30
1639936475667,20.69,{},2021-12-19 23:24:35.667000+05:30
1639935734059,20.75,{},2021-12-19 23:12:14.059000+05:30
1639935363264,20.69,{},2021-12-19 23:06:03.264000+05:30
1639934992450,20.81,{},2021-12-19 22:59:52.450000+05:30
1639934621615,20.69,{},2021-12-19 22:53:41.615000+05:30
1639934250769,20.81,{},2021-12-19 22:47:30.769000+05:30
1639933879913,20.88,{},2021-12-19 22:41:19.913000+05:30
1639933509055,20.88,{},2021-12-19 22:35:09.055000+05:30
1639933138201,20.88,{},2021-12-19 22:28:58.201000+05:30
1639932767343,20.88,{},2021-12-19 22:22:47.343000+05:30
1639932396474,20.94,{},2021-12-19 22:16:36.474000+05:30
1639932025600,20.94,{},2021-12-19 22:10:25.600000+05:30
1639931654693,21.0,{},2021-12-19 22:04:14.693000+05:30
1639931283784,21.0,{},2021-12-19 21:58:03.784000+05:30
1639930912855,21.06,{},2021-12-19 21:51:52.855000+05:30
1639930541934,21.06,{},2021-12-19 21:45:41.934000+05:30
1639929800041,21.13,{},2021-12-19 21:33:20.041000+05:30
1639929429076,21.19,{},2021-12-19 21:27:09.076000+05:30
1639929058120,21.0,{},2021-12-19 21:20:58.120000+05:30
1639928687154,21.06,{},2021-12-19 21:14:47.154000+05:30
1639928316183,21.25,{},2021-12-19 21:08:36.183000+05:30
1639927945220,21.25,{},2021-12-19 21:02:25.220000+05:30
1639927574261,21.25,{},2021-12-19 20:56:14.261000+05:30
1639927203277,21.25,{},2021-12-19 20:50:03.277000+05:30
1639926832277,21.38,{},2021-12-19 20:43:52.277000+05:30
1639926461244,21.38,{},2021-12-19 20:37:41.244000+05:30
1639926090211,21.31,{},2021-12-19 20:31:30.211000+05:30
1639925719158,21.31,{},2021-12-19 20:25:19.158000+05:30
1639925348077,21.38,{},2021-12-19 20:19:08.077000+05:30
1639924976981,21.38,{},2021-12-19 20:12:56.981000+05:30
1639924605896,21.38,{},2021-12-19 20:06:45.896000+05:30
1639924234815,21.44,{},2021-12-19 20:00:34.815000+05:30
1639923863701,21.5,{},2021-12-19 19:54:23.701000+05:30
1639923492599,21.44,{},2021-12-19 19:48:12.599000+05:30
1639922750328,21.5,{},2021-12-19 19:35:50.328000+05:30
1639922379175,21.5,{},2021-12-19 19:29:39.175000+05:30
1639922007999,21.44,{},2021-12-19 19:23:27.999000+05:30
1639921636805,21.44,{},2021-12-19 19:17:16.805000+05:30
1639921265597,21.5,{},2021-12-19 19:11:05.597000+05:30
1639920894368,21.56,{},2021-12-19 19:04:54.368000+05:30
1639920523113,21.56,{},2021-12-19 18:58:43.113000+05:30
1639920151846,21.56,{},2021-12-19 18:52:31.846000+05:30
1639919409284,21.63,{},2021-12-19 18:40:09.284000+05:30
1639919037989,21.63,{},2021-12-19 18:33:57.989000+05:30
1639918666653,21.69,{},2021-12-19 18:27:46.653000+05:30
1639918295284,21.63,{},2021-12-19 18:21:35.284000+05:30
1639917923899,21.63,{},2021-12-19 18:15:23.899000+05:30
1639917552474,21.69,{},2021-12-19 18:09:12.474000+05:30
1639917181015,21.56,{},2021-12-19 18:03:01.015000+05:30
1639916809523,21.63,{},2021-12-19 17:56:49.523000+05:30
1639916437991,21.69,{},2021-12-19 17:50:37.991000+05:30
1639915694813,21.69,{},2021-12-19 17:38:14.813000+05:30
1639914580004,21.63,{},2021-12-19 17:19:40.004000+05:30
1639913835984,21.63,{},2021-12-19 17:07:15.984000+05:30
1639913464115,21.56,{},2021-12-19 17:01:04.115000+05:30
1639913092200,21.56,{},2021-12-19 16:54:52.200000+05:30
1639912720239,21.5,{},2021-12-19 16:48:40.239000+05:30
1639912348253,21.5,{},2021-12-19 16:42:28.253000+05:30
1639911604231,21.5,{},2021-12-19 16:30:04.231000+05:30
1639911232192,21.5,{},2021-12-19 16:23:52.192000+05:30
1639910860154,21.5,{},2021-12-19 16:17:40.154000+05:30
1639910488090,21.44,{},2021-12-19 16:11:28.090000+05:30
1639910115979,21.5,{},2021-12-19 16:05:15.979000+05:30
1639909743857,21.5,{},2021-12-19 15:59:03.857000+05:30
1639909371718,21.38,{},2021-12-19 15:52:51.718000+05:30
1639908627387,21.31,{},2021-12-19 15:40:27.387000+05:30
1639907510677,21.31,{},2021-12-19 15:21:50.677000+05:30
1639907138448,21.31,{},2021-12-19 15:15:38.448000+05:30
1639906766237,21.31,{},2021-12-19 15:09:26.237000+05:30
1639906394008,21.25,{},2021-12-19 15:03:14.008000+05:30
1639906021784,21.31,{},2021-12-19 14:57:01.784000+05:30
1639905649534,21.31,{},2021-12-19 14:50:49.534000+05:30
1639905277275,21.31,{},2021-12-19 14:44:37.275000+05:30
1639904905016,21.19,{},2021-12-19 14:38:25.016000+05:30
1639904160451,21.25,{},2021-12-19 14:26:00.451000+05:30
1639903788197,21.19,{},2021-12-19 14:19:48.197000+05:30
1639903415930,21.25,{},2021-12-19 14:13:35.930000+05:30
1639903043689,21.25,{},2021-12-19 14:07:23.689000+05:30
1639902671447,21.13,{},2021-12-19 14:01:11.447000+05:30
1639902299242,21.0,{},2021-12-19 13:54:59.242000+05:30
1639901927048,21.0,{},2021-12-19 13:48:47.048000+05:30
1639901554880,20.88,{},2021-12-19 13:42:34.880000+05:30
1639901182716,20.88,{},2021-12-19 13:36:22.716000+05:30
1639900438454,20.69,{},2021-12-19 13:23:58.454000+05:30
1639900066336,20.56,{},2021-12-19 13:17:46.336000+05:30
1639899694201,20.44,{},2021-12-19 13:11:34.201000+05:30
1639899322075,20.31,{},2021-12-19 13:05:22.075000+05:30
1639898949965,20.19,{},2021-12-19 12:59:09.965000+05:30
1639898577894,20.19,{},2021-12-19 12:52:57.894000+05:30
1639898205841,20.06,{},2021-12-19 12:46:45.841000+05:30
1639897833813,19.88,{},2021-12-19 12:40:33.813000+05:30
1639897461837,19.88,{},2021-12-19 12:34:21.837000+05:30
1639897089900,19.75,{},2021-12-19 12:28:09.900000+05:30
1639896717954,19.69,{},2021-12-19 12:21:57.954000+05:30
1639896346044,19.63,{},2021-12-19 12:15:46.044000+05:30
1639895974177,19.5,{},2021-12-19 12:09:34.177000+05:30
1639895602357,19.63,{},2021-12-19 12:03:22.357000+05:30
1639895230568,19.44,{},2021-12-19 11:57:10.568000+05:30
1639894858844,19.38,{},2021-12-19 11:50:58.844000+05:30
1639894487100,19.38,{},2021-12-19 11:44:47.100000+05:30
1639894116233,19.31,{},2021-12-19 11:38:36.233000+05:30
1639893372216,19.25,{},2021-12-19 11:26:12.216000+05:30
1639893000658,19.25,{},2021-12-19 11:20:00.658000+05:30
1639892629131,19.25,{},2021-12-19 11:13:49.131000+05:30
1639892257605,19.31,{},2021-12-19 11:07:37.605000+05:30
1639891886103,19.31,{},2021-12-19 11:01:26.103000+05:30
1639891514663,19.19,{},2021-12-19 10:55:14.663000+05:30
1639891143254,19.13,{},2021-12-19 10:49:03.254000+05:30
1639890771888,19.25,{},2021-12-19 10:42:51.888000+05:30
1639890400515,19.19,{},2021-12-19 10:36:40.515000+05:30
1639890029191,19.13,{},2021-12-19 10:30:29.191000+05:30
1639889657904,18.94,{},2021-12-19 10:24:17.904000+05:30
1639889286670,19.0,{},2021-12-19 10:18:06.670000+05:30
1639888915770,19.0,{},2021-12-19 10:11:55.770000+05:30
1639888544281,19.0,{},2021-12-19 10:05:44.281000+05:30
1639888173125,19.0,{},2021-12-19 09:59:33.125000+05:30
1639887802014,19.13,{},2021-12-19 09:53:22.014000+05:30
1639887430962,19.06,{},2021-12-19 09:47:10.962000+05:30
1639887059948,19.0,{},2021-12-19 09:40:59.948000+05:30
1639886689009,19.06,{},2021-12-19 09:34:49.009000+05:30
1639886318034,18.88,{},2021-12-19 09:28:38.034000+05:30
1639885947136,18.94,{},2021-12-19 09:22:27.136000+05:30
1639885576258,19.0,{},2021-12-19 09:16:16.258000+05:30
1639885205432,18.88,{},2021-12-19 09:10:05.432000+05:30
1639884834617,18.88,{},2021-12-19 09:03:54.617000+05:30
1639884463842,18.88,{},2021-12-19 08:57:43.842000+05:30
1639884093092,19.0,{},2021-12-19 08:51:33.092000+05:30
1639883722348,19.0,{},2021-12-19 08:45:22.348000+05:30
1639883351623,18.94,{},2021-12-19 08:39:11.623000+05:30
1639882980920,18.94,{},2021-12-19 08:33:00.920000+05:30
1639882610264,19.13,{},2021-12-19 08:26:50.264000+05:30
1639882239605,19.13,{},2021-12-19 08:20:39.605000+05:30
1639881868986,19.13,{},2021-12-19 08:14:28.986000+05:30
1639881498368,19.06,{},2021-12-19 08:08:18.368000+05:30
1639881127800,19.19,{},2021-12-19 08:02:07.800000+05:30
1639880757238,19.13,{},2021-12-19 07:55:57.238000+05:30
1639880386683,19.06,{},2021-12-19 07:49:46.683000+05:30
1639880016193,19.19,{},2021-12-19 07:43:36.193000+05:30
1639879645632,19.19,{},2021-12-19 07:37:25.632000+05:30
1639879275104,19.13,{},2021-12-19 07:31:15.104000+05:30
1639878904597,19.13,{},2021-12-19 07:25:04.597000+05:30
1639878163590,19.19,{},2021-12-19 07:12:43.590000+05:30
1639877793081,19.19,{},2021-12-19 07:06:33.081000+05:30
1639877422580,19.31,{},2021-12-19 07:00:22.580000+05:30
1639877052055,19.31,{},2021-12-19 06:54:12.055000+05:30
1639876681538,19.38,{},2021-12-19 06:48:01.538000+05:30
1639876311016,19.44,{},2021-12-19 06:41:51.016000+05:30
1639875940498,19.38,{},2021-12-19 06:35:40.498000+05:30
1639875569979,19.38,{},2021-12-19 06:29:29.979000+05:30
1639875199440,19.44,{},2021-12-19 06:23:19.440000+05:30
1639874828909,19.31,{},2021-12-19 06:17:08.909000+05:30
1639874458372,19.38,{},2021-12-19 06:10:58.372000+05:30
1639874087839,19.5,{},2021-12-19 06:04:47.839000+05:30
1639873717291,19.5,{},2021-12-19 05:58:37.291000+05:30
1639873346742,19.56,{},2021-12-19 05:52:26.742000+05:30
1639872976202,19.63,{},2021-12-19 05:46:16.202000+05:30
1639872605642,19.56,{},2021-12-19 05:40:05.642000+05:30
1639872235094,19.56,{},2021-12-19 05:33:55.094000+05:30
1639871864506,19.63,{},2021-12-19 05:27:44.506000+05:30
1639871493937,19.69,{},2021-12-19 05:21:33.937000+05:30
1639871123352,19.75,{},2021-12-19 05:15:23.352000+05:30
1639870752767,19.75,{},2021-12-19 05:09:12.767000+05:30
1639870382169,19.81,{},2021-12-19 05:03:02.169000+05:30
1639870011571,19.81,{},2021-12-19 04:56:51.571000+05:30
1639869640967,19.81,{},2021-12-19 04:50:40.967000+05:30
1639869270343,19.88,{},2021-12-19 04:44:30.343000+05:30
