timestamp,current,context_current,date (Asia/Kolkata)
1649183870425,1.33,{},2022-04-06 00:07:50.425000+05:30
1649183808451,0.88,{},2022-04-06 00:06:48.451000+05:30
1649183746488,0.92,{},2022-04-06 00:05:46.488000+05:30
1649183684450,1.13,{},2022-04-06 00:04:44.450000+05:30
1649183498602,0.95,{},2022-04-06 00:01:38.602000+05:30
1649183436744,0.87,{},2022-04-06 00:00:36.744000+05:30
1649183374917,0.87,{},2022-04-05 23:59:34.917000+05:30
1649183313100,0.88,{},2022-04-05 23:58:33.100000+05:30
1649183251228,0.9,{},2022-04-05 23:57:31.228000+05:30
1649183127461,0.89,{},2022-04-05 23:55:27.461000+05:30
1649183065532,0.73,{},2022-04-05 23:54:25.532000+05:30
1649183003584,0.66,{},2022-04-05 23:53:23.584000+05:30
1649182941653,0.64,{},2022-04-05 23:52:21.653000+05:30
1649182879647,0.63,{},2022-04-05 23:51:19.647000+05:30
1649182817666,0.63,{},2022-04-05 23:50:17.666000+05:30
1649182755664,0.63,{},2022-04-05 23:49:15.664000+05:30
1649182631644,0.62,{},2022-04-05 23:47:11.644000+05:30
1649182445472,0.76,{},2022-04-05 23:44:05.472000+05:30
1649182383501,0.75,{},2022-04-05 23:43:03.501000+05:30
1649182197744,0.61,{},2022-04-05 23:39:57.744000+05:30
1649182135792,0.61,{},2022-04-05 23:38:55.792000+05:30
1649182073953,0.61,{},2022-04-05 23:37:53.953000+05:30
1649182012070,0.6,{},2022-04-05 23:36:52.070000+05:30
1649181950158,0.61,{},2022-04-05 23:35:50.158000+05:30
1649181888242,0.61,{},2022-04-05 23:34:48.242000+05:30
1649181826340,0.59,{},2022-04-05 23:33:46.340000+05:30
1649181764430,0.59,{},2022-04-05 23:32:44.430000+05:30
1649181702504,0.61,{},2022-04-05 23:31:42.504000+05:30
1649181640566,0.6,{},2022-04-05 23:30:40.566000+05:30
1649181578546,0.6,{},2022-04-05 23:29:38.546000+05:30
1649181516626,0.59,{},2022-04-05 23:28:36.626000+05:30
1649181454695,0.92,{},2022-04-05 23:27:34.695000+05:30
1649181392801,0.93,{},2022-04-05 23:26:32.801000+05:30
1649181330841,0.94,{},2022-04-05 23:25:30.841000+05:30
1649181268890,0.95,{},2022-04-05 23:24:28.890000+05:30
1649181206949,0.96,{},2022-04-05 23:23:26.949000+05:30
1649181145005,0.97,{},2022-04-05 23:22:25.005000+05:30
1649181083049,1.01,{},2022-04-05 23:21:23.049000+05:30
1649181021159,0.99,{},2022-04-05 23:20:21.159000+05:30
1649180959256,0.98,{},2022-04-05 23:19:19.256000+05:30
1649180897348,0.96,{},2022-04-05 23:18:17.348000+05:30
1649180835475,1.08,{},2022-04-05 23:17:15.475000+05:30
1649180773587,1.09,{},2022-04-05 23:16:13.587000+05:30
1649180711696,1.09,{},2022-04-05 23:15:11.696000+05:30
1649180649760,1.08,{},2022-04-05 23:14:09.760000+05:30
1649180587847,1.1,{},2022-04-05 23:13:07.847000+05:30
1649180525935,1.09,{},2022-04-05 23:12:05.935000+05:30
1649180464034,1.09,{},2022-04-05 23:11:04.034000+05:30
1649180340207,1.1,{},2022-04-05 23:09:00.207000+05:30
1649180216385,1.1,{},2022-04-05 23:06:56.385000+05:30
1649180154496,1.1,{},2022-04-05 23:05:54.496000+05:30
1649180092560,1.1,{},2022-04-05 23:04:52.560000+05:30
1649180030615,1.12,{},2022-04-05 23:03:50.615000+05:30
1649179968706,1.09,{},2022-04-05 23:02:48.706000+05:30
1649179844731,1.34,{},2022-04-05 23:00:44.731000+05:30
1649179782760,1.34,{},2022-04-05 22:59:42.760000+05:30
1649179659012,1.34,{},2022-04-05 22:57:39.012000+05:30
1649179597036,1.35,{},2022-04-05 22:56:37.036000+05:30
1649179537228,1.33,{},2022-04-05 22:55:37.228000+05:30
1649179473153,1.12,{},2022-04-05 22:54:33.153000+05:30
1649179413260,1.35,{},2022-04-05 22:53:33.260000+05:30
1649179288875,1.35,{},2022-04-05 22:51:28.875000+05:30
1649179225280,1.35,{},2022-04-05 22:50:25.280000+05:30
1649179163396,1.37,{},2022-04-05 22:49:23.396000+05:30
1649179039696,1.38,{},2022-04-05 22:47:19.696000+05:30
1649178977592,1.15,{},2022-04-05 22:46:17.592000+05:30
1649178915772,1.15,{},2022-04-05 22:45:15.772000+05:30
1649178853866,1.12,{},2022-04-05 22:44:13.866000+05:30
1649178791955,1.12,{},2022-04-05 22:43:11.955000+05:30
1649178729968,1.17,{},2022-04-05 22:42:09.968000+05:30
1649178668064,1.41,{},2022-04-05 22:41:08.064000+05:30
1649178606138,1.39,{},2022-04-05 22:40:06.138000+05:30
1649178544230,1.42,{},2022-04-05 22:39:04.230000+05:30
1649178482309,1.49,{},2022-04-05 22:38:02.309000+05:30
1649178420407,1.51,{},2022-04-05 22:37:00.407000+05:30
1649178358675,1.47,{},2022-04-05 22:35:58.675000+05:30
1649178296554,1.48,{},2022-04-05 22:34:56.554000+05:30
1649178234662,1.48,{},2022-04-05 22:33:54.662000+05:30
1649178172792,1.5,{},2022-04-05 22:32:52.792000+05:30
1649178110882,1.49,{},2022-04-05 22:31:50.882000+05:30
1649178048873,1.48,{},2022-04-05 22:30:48.873000+05:30
1649177986814,1.47,{},2022-04-05 22:29:46.814000+05:30
1649177924720,1.48,{},2022-04-05 22:28:44.720000+05:30
1649177862618,1.48,{},2022-04-05 22:27:42.618000+05:30
1649177800507,1.64,{},2022-04-05 22:26:40.507000+05:30
1649177739460,2.72,{},2022-04-05 22:25:39.460000+05:30
1649177676448,2.57,{},2022-04-05 22:24:36.448000+05:30
1649177366669,2.7,{},2022-04-05 22:19:26.669000+05:30
1649177242986,2.74,{},2022-04-05 22:17:22.986000+05:30
1649177120560,1.06,{},2022-04-05 22:15:20.560000+05:30
1649177057152,1.09,{},2022-04-05 22:14:17.152000+05:30
1649176995110,1.07,{},2022-04-05 22:13:15.110000+05:30
1649176933208,1.08,{},2022-04-05 22:12:13.208000+05:30
1649176871321,1.09,{},2022-04-05 22:11:11.321000+05:30
1649176809408,1.07,{},2022-04-05 22:10:09.408000+05:30
1649176747509,1.08,{},2022-04-05 22:09:07.509000+05:30
1649176685567,1.09,{},2022-04-05 22:08:05.567000+05:30
1649176623548,1.06,{},2022-04-05 22:07:03.548000+05:30
1649176561562,1.1,{},2022-04-05 22:06:01.562000+05:30
1649176501032,1.06,{},2022-04-05 22:05:01.032000+05:30
1649176437621,1.07,{},2022-04-05 22:03:57.621000+05:30
1649176375694,1.08,{},2022-04-05 22:02:55.694000+05:30
1649176313810,1.08,{},2022-04-05 22:01:53.810000+05:30
1649176252172,1.09,{},2022-04-05 22:00:52.172000+05:30
1649176190030,1.06,{},2022-04-05 21:59:50.030000+05:30
1649176066115,1.05,{},2022-04-05 21:57:46.115000+05:30
1649176004114,1.08,{},2022-04-05 21:56:44.114000+05:30
1649175942119,1.06,{},2022-04-05 21:55:42.119000+05:30
1649175818088,1.06,{},2022-04-05 21:53:38.088000+05:30
1649175756013,1.07,{},2022-04-05 21:52:36.013000+05:30
1649175694066,1.09,{},2022-04-05 21:51:34.066000+05:30
1649175632057,1.05,{},2022-04-05 21:50:32.057000+05:30
1649175569984,1.07,{},2022-04-05 21:49:29.984000+05:30
1649175507791,1.05,{},2022-04-05 21:48:27.791000+05:30
1649175445727,1.09,{},2022-04-05 21:47:25.727000+05:30
1649175383743,1.08,{},2022-04-05 21:46:23.743000+05:30
1649175321778,1.08,{},2022-04-05 21:45:21.778000+05:30
1649175259840,1.06,{},2022-04-05 21:44:19.840000+05:30
1649175198022,1.06,{},2022-04-05 21:43:18.022000+05:30
1649175136587,1.07,{},2022-04-05 21:42:16.587000+05:30
1649175074245,1.07,{},2022-04-05 21:41:14.245000+05:30
1649175012100,1.05,{},2022-04-05 21:40:12.100000+05:30
1649174950193,1.06,{},2022-04-05 21:39:10.193000+05:30
1649174888344,1.05,{},2022-04-05 21:38:08.344000+05:30
1649174826247,1.08,{},2022-04-05 21:37:06.247000+05:30
1649174764314,1.08,{},2022-04-05 21:36:04.314000+05:30
1649174702445,1.05,{},2022-04-05 21:35:02.445000+05:30
1649174640341,1.07,{},2022-04-05 21:34:00.341000+05:30
1649174578290,1.06,{},2022-04-05 21:32:58.290000+05:30
1649174516235,1.05,{},2022-04-05 21:31:56.235000+05:30
1649174457060,1.07,{},2022-04-05 21:30:57.060000+05:30
1649174392169,1.06,{},2022-04-05 21:29:52.169000+05:30
1649174332309,1.05,{},2022-04-05 21:28:52.309000+05:30
1649174268167,1.05,{},2022-04-05 21:27:48.167000+05:30
1649174206169,1.07,{},2022-04-05 21:26:46.169000+05:30
1649174144195,1.1,{},2022-04-05 21:25:44.195000+05:30
1649174082147,1.09,{},2022-04-05 21:24:42.147000+05:30
1649174020077,1.1,{},2022-04-05 21:23:40.077000+05:30
1649173958035,1.1,{},2022-04-05 21:22:38.035000+05:30
1649173896009,1.1,{},2022-04-05 21:21:36.009000+05:30
1649173834039,1.11,{},2022-04-05 21:20:34.039000+05:30
1649173772121,1.13,{},2022-04-05 21:19:32.121000+05:30
1649173710164,1.11,{},2022-04-05 21:18:30.164000+05:30
1649173648280,1.1,{},2022-04-05 21:17:28.280000+05:30
1649173586268,1.11,{},2022-04-05 21:16:26.268000+05:30
1649173524325,1.11,{},2022-04-05 21:15:24.325000+05:30
1649173462316,1.12,{},2022-04-05 21:14:22.316000+05:30
1649173400378,1.14,{},2022-04-05 21:13:20.378000+05:30
1649173338632,1.1,{},2022-04-05 21:12:18.632000+05:30
1649173276672,1.1,{},2022-04-05 21:11:16.672000+05:30
1649173214721,1.11,{},2022-04-05 21:10:14.721000+05:30
1649173152994,1.08,{},2022-04-05 21:09:12.994000+05:30
1649173090898,1.1,{},2022-04-05 21:08:10.898000+05:30
1649173028977,1.09,{},2022-04-05 21:07:08.977000+05:30
1649172967316,1.12,{},2022-04-05 21:06:07.316000+05:30
1649172905222,1.13,{},2022-04-05 21:05:05.222000+05:30
1649172843380,1.14,{},2022-04-05 21:04:03.380000+05:30
1649172719520,1.15,{},2022-04-05 21:01:59.520000+05:30
1649172657677,1.13,{},2022-04-05 21:00:57.677000+05:30
1649172595461,1.11,{},2022-04-05 20:59:55.461000+05:30
1649172533470,1.12,{},2022-04-05 20:58:53.470000+05:30
1649172471508,1.12,{},2022-04-05 20:57:51.508000+05:30
1649172409497,1.11,{},2022-04-05 20:56:49.497000+05:30
1649172348657,1.09,{},2022-04-05 20:55:48.657000+05:30
1649172285737,0.92,{},2022-04-05 20:54:45.737000+05:30
1649172223447,0.97,{},2022-04-05 20:53:43.447000+05:30
1649172161434,0.96,{},2022-04-05 20:52:41.434000+05:30
1649172099388,0.98,{},2022-04-05 20:51:39.388000+05:30
1649172037329,1.19,{},2022-04-05 20:50:37.329000+05:30
1649171975252,0.97,{},2022-04-05 20:49:35.252000+05:30
1649171913175,0.97,{},2022-04-05 20:48:33.175000+05:30
1649171851107,0.96,{},2022-04-05 20:47:31.107000+05:30
1649171789046,1.21,{},2022-04-05 20:46:29.046000+05:30
1649171727010,1.25,{},2022-04-05 20:45:27.010000+05:30
1649171665012,1.23,{},2022-04-05 20:44:25.012000+05:30
1649171603042,1.24,{},2022-04-05 20:43:23.042000+05:30
1649171541001,1.25,{},2022-04-05 20:42:21.001000+05:30
1649171479249,1.24,{},2022-04-05 20:41:19.249000+05:30
1649171417036,1.24,{},2022-04-05 20:40:17.036000+05:30
1649171355413,1.23,{},2022-04-05 20:39:15.413000+05:30
1649171293086,1.23,{},2022-04-05 20:38:13.086000+05:30
1649171231112,1.22,{},2022-04-05 20:37:11.112000+05:30
1649171169153,1.24,{},2022-04-05 20:36:09.153000+05:30
1649171107206,1.22,{},2022-04-05 20:35:07.206000+05:30
1649171045224,1.25,{},2022-04-05 20:34:05.224000+05:30
1649170983258,1.43,{},2022-04-05 20:33:03.258000+05:30
1649170921466,1.43,{},2022-04-05 20:32:01.466000+05:30
1649170859499,1.41,{},2022-04-05 20:30:59.499000+05:30
1649170797731,1.42,{},2022-04-05 20:29:57.731000+05:30
1649170735552,1.42,{},2022-04-05 20:28:55.552000+05:30
1649170673608,1.42,{},2022-04-05 20:27:53.608000+05:30
1649170611674,1.41,{},2022-04-05 20:26:51.674000+05:30
1649170549696,1.41,{},2022-04-05 20:25:49.696000+05:30
1649170487650,1.41,{},2022-04-05 20:24:47.650000+05:30
1649170426725,1.42,{},2022-04-05 20:23:46.725000+05:30
1649170301619,1.41,{},2022-04-05 20:21:41.619000+05:30
1649170239759,1.41,{},2022-04-05 20:20:39.759000+05:30
1649170177577,1.42,{},2022-04-05 20:19:37.577000+05:30
1649170115720,1.42,{},2022-04-05 20:18:35.720000+05:30
1649170053510,1.42,{},2022-04-05 20:17:33.510000+05:30
1649169991453,1.42,{},2022-04-05 20:16:31.453000+05:30
1649169929406,1.41,{},2022-04-05 20:15:29.406000+05:30
1649169867365,1.41,{},2022-04-05 20:14:27.365000+05:30
1649169805356,1.44,{},2022-04-05 20:13:25.356000+05:30
1649169743347,1.43,{},2022-04-05 20:12:23.347000+05:30
1649169681340,1.41,{},2022-04-05 20:11:21.340000+05:30
1649169619372,1.43,{},2022-04-05 20:10:19.372000+05:30
1649169557478,1.41,{},2022-04-05 20:09:17.478000+05:30
1649169495423,1.42,{},2022-04-05 20:08:15.423000+05:30
1649169433462,1.42,{},2022-04-05 20:07:13.462000+05:30
1649169309554,1.42,{},2022-04-05 20:05:09.554000+05:30
1649169247794,1.42,{},2022-04-05 20:04:07.794000+05:30
1649169185751,1.45,{},2022-04-05 20:03:05.751000+05:30
1649169123853,1.43,{},2022-04-05 20:02:03.853000+05:30
1649169061908,1.45,{},2022-04-05 20:01:01.908000+05:30
1649169000033,1.43,{},2022-04-05 20:00:00.033000+05:30
1649168938117,1.43,{},2022-04-05 19:58:58.117000+05:30
1649168876252,1.45,{},2022-04-05 19:57:56.252000+05:30
1649168814366,1.43,{},2022-04-05 19:56:54.366000+05:30
1649168752518,1.45,{},2022-04-05 19:55:52.518000+05:30
1649168690678,1.43,{},2022-04-05 19:54:50.678000+05:30
1649168628814,1.42,{},2022-04-05 19:53:48.814000+05:30
1649168567194,1.43,{},2022-04-05 19:52:47.194000+05:30
1649168443252,1.45,{},2022-04-05 19:50:43.252000+05:30
1649168381545,1.47,{},2022-04-05 19:49:41.545000+05:30
1649168319495,1.47,{},2022-04-05 19:48:39.495000+05:30
1649168257594,1.46,{},2022-04-05 19:47:37.594000+05:30
1649168195697,1.35,{},2022-04-05 19:46:35.697000+05:30
1649168133719,1.32,{},2022-04-05 19:45:33.719000+05:30
1649168009865,1.36,{},2022-04-05 19:43:29.865000+05:30
1649167947920,1.35,{},2022-04-05 19:42:27.920000+05:30
1649167885696,1.36,{},2022-04-05 19:41:25.696000+05:30
1649167826307,1.36,{},2022-04-05 19:40:26.307000+05:30
1649167701623,1.34,{},2022-04-05 19:38:21.623000+05:30
1649167637720,1.35,{},2022-04-05 19:37:17.720000+05:30
1649167513944,1.34,{},2022-04-05 19:35:13.944000+05:30
1649167390090,1.35,{},2022-04-05 19:33:10.090000+05:30
1649167328187,1.34,{},2022-04-05 19:32:08.187000+05:30
1649167204436,1.33,{},2022-04-05 19:30:04.436000+05:30
1649167142612,1.32,{},2022-04-05 19:29:02.612000+05:30
1649167080761,1.33,{},2022-04-05 19:28:00.761000+05:30
1649167018735,1.34,{},2022-04-05 19:26:58.735000+05:30
1649166832897,1.36,{},2022-04-05 19:23:52.897000+05:30
1649166770896,1.34,{},2022-04-05 19:22:50.896000+05:30
1649166708925,1.35,{},2022-04-05 19:21:48.925000+05:30
1649166647222,1.33,{},2022-04-05 19:20:47.222000+05:30
1649166585003,1.33,{},2022-04-05 19:19:45.003000+05:30
1649166523066,1.36,{},2022-04-05 19:18:43.066000+05:30
1649166461129,1.33,{},2022-04-05 19:17:41.129000+05:30
1649165841788,1.4,{},2022-04-05 19:07:21.788000+05:30
1649165779779,1.36,{},2022-04-05 19:06:19.779000+05:30
1649165717723,1.35,{},2022-04-05 19:05:17.723000+05:30
1649165655678,1.41,{},2022-04-05 19:04:15.678000+05:30
1649165593670,1.41,{},2022-04-05 19:03:13.670000+05:30
1649165531754,1.36,{},2022-04-05 19:02:11.754000+05:30
1649165469642,1.31,{},2022-04-05 19:01:09.642000+05:30
1649165407670,1.33,{},2022-04-05 19:00:07.670000+05:30
1649165345714,1.34,{},2022-04-05 18:59:05.714000+05:30
1649165283825,1.34,{},2022-04-05 18:58:03.825000+05:30
1649165160013,1.33,{},2022-04-05 18:56:00.013000+05:30
1649165098102,1.33,{},2022-04-05 18:54:58.102000+05:30
1649165036174,1.35,{},2022-04-05 18:53:56.174000+05:30
1649164974278,1.37,{},2022-04-05 18:52:54.278000+05:30
1649164912416,1.17,{},2022-04-05 18:51:52.416000+05:30
1649164850747,1.15,{},2022-04-05 18:50:50.747000+05:30
1649164788532,1.16,{},2022-04-05 18:49:48.532000+05:30
1649164726898,1.24,{},2022-04-05 18:48:46.898000+05:30
1649164664708,1.25,{},2022-04-05 18:47:44.708000+05:30
1649164602831,1.25,{},2022-04-05 18:46:42.831000+05:30
1649164540960,1.25,{},2022-04-05 18:45:40.960000+05:30
1649164479087,1.24,{},2022-04-05 18:44:39.087000+05:30
1649164417203,1.25,{},2022-04-05 18:43:37.203000+05:30
1649164355339,1.26,{},2022-04-05 18:42:35.339000+05:30
1649164293433,1.21,{},2022-04-05 18:41:33.433000+05:30
1649164231617,1.23,{},2022-04-05 18:40:31.617000+05:30
1649164107660,1.25,{},2022-04-05 18:38:27.660000+05:30
1649164045745,1.23,{},2022-04-05 18:37:25.745000+05:30
1649163983771,1.19,{},2022-04-05 18:36:23.771000+05:30
1649163921877,1.16,{},2022-04-05 18:35:21.877000+05:30
1649163859655,1.17,{},2022-04-05 18:34:19.655000+05:30
1649163797604,1.16,{},2022-04-05 18:33:17.604000+05:30
1649163735765,1.18,{},2022-04-05 18:32:15.765000+05:30
1649163673639,1.19,{},2022-04-05 18:31:13.639000+05:30
1649163611671,1.2,{},2022-04-05 18:30:11.671000+05:30
1649163549650,1.2,{},2022-04-05 18:29:09.650000+05:30
1649163487663,1.19,{},2022-04-05 18:28:07.663000+05:30
1649163426636,1.21,{},2022-04-05 18:27:06.636000+05:30
1649163363630,1.21,{},2022-04-05 18:26:03.630000+05:30
1649163177807,1.13,{},2022-04-05 18:22:57.807000+05:30
1649163115522,1.19,{},2022-04-05 18:21:55.522000+05:30
1649163053676,1.17,{},2022-04-05 18:20:53.676000+05:30
1649162991455,1.19,{},2022-04-05 18:19:51.455000+05:30
1649162929454,1.17,{},2022-04-05 18:18:49.454000+05:30
1649162867729,1.19,{},2022-04-05 18:17:47.729000+05:30
1649162805567,1.22,{},2022-04-05 18:16:45.567000+05:30
1649162743624,1.13,{},2022-04-05 18:15:43.624000+05:30
1649162681595,1.16,{},2022-04-05 18:14:41.595000+05:30
1649162619628,2.23,{},2022-04-05 18:13:39.628000+05:30
1649162557698,1.15,{},2022-04-05 18:12:37.698000+05:30
1649162495715,1.14,{},2022-04-05 18:11:35.715000+05:30
1649162478445,0.92,{},2022-04-05 18:11:18.445000+05:30
1649162062078,1.0,{},2022-04-05 18:04:22.078000+05:30
1649162000239,0.93,{},2022-04-05 18:03:20.239000+05:30
1649161938352,0.96,{},2022-04-05 18:02:18.352000+05:30
1649161876462,0.94,{},2022-04-05 18:01:16.462000+05:30
1649161814583,0.98,{},2022-04-05 18:00:14.583000+05:30
1649161752774,0.98,{},2022-04-05 17:59:12.774000+05:30
1649161629090,0.94,{},2022-04-05 17:57:09.090000+05:30
1649161567232,0.94,{},2022-04-05 17:56:07.232000+05:30
1649161505334,1.01,{},2022-04-05 17:55:05.334000+05:30
1649161443405,0.96,{},2022-04-05 17:54:03.405000+05:30
1649161381472,0.92,{},2022-04-05 17:53:01.472000+05:30
1649161319518,0.95,{},2022-04-05 17:51:59.518000+05:30
1649161257704,0.93,{},2022-04-05 17:50:57.704000+05:30
1649161195648,0.93,{},2022-04-05 17:49:55.648000+05:30
1649161134828,0.94,{},2022-04-05 17:48:54.828000+05:30
1649161071666,0.9,{},2022-04-05 17:47:51.666000+05:30
1649161009644,0.95,{},2022-04-05 17:46:49.644000+05:30
1649160885747,0.93,{},2022-04-05 17:44:45.747000+05:30
1649160700009,0.88,{},2022-04-05 17:41:40.009000+05:30
1649160638087,0.87,{},2022-04-05 17:40:38.087000+05:30
1649160578249,0.88,{},2022-04-05 17:39:38.249000+05:30
1649160516234,0.94,{},2022-04-05 17:38:36.234000+05:30
1649160452193,0.89,{},2022-04-05 17:37:32.193000+05:30
1649160390467,0.89,{},2022-04-05 17:36:30.467000+05:30
1649160328281,1.13,{},2022-04-05 17:35:28.281000+05:30
1649160266330,1.08,{},2022-04-05 17:34:26.330000+05:30
1649160204372,1.08,{},2022-04-05 17:33:24.372000+05:30
1649160142394,1.07,{},2022-04-05 17:32:22.394000+05:30
1649160080375,1.03,{},2022-04-05 17:31:20.375000+05:30
1649160018381,1.03,{},2022-04-05 17:30:18.381000+05:30
1649159956415,1.04,{},2022-04-05 17:29:16.415000+05:30
1649159894488,1.06,{},2022-04-05 17:28:14.488000+05:30
1649159832589,1.07,{},2022-04-05 17:27:12.589000+05:30
1649159770768,1.06,{},2022-04-05 17:26:10.768000+05:30
1649159708882,0.93,{},2022-04-05 17:25:08.882000+05:30
1649159647088,0.95,{},2022-04-05 17:24:07.088000+05:30
1649159585187,0.87,{},2022-04-05 17:23:05.187000+05:30
1649159461515,0.88,{},2022-04-05 17:21:01.515000+05:30
1649159399619,0.85,{},2022-04-05 17:19:59.619000+05:30
1649159337711,0.83,{},2022-04-05 17:18:57.711000+05:30
1649159213901,0.88,{},2022-04-05 17:16:53.901000+05:30
1649159151801,0.9,{},2022-04-05 17:15:51.801000+05:30
1649159089913,0.85,{},2022-04-05 17:14:49.913000+05:30
1649158966003,0.94,{},2022-04-05 17:12:46.003000+05:30
1649158904092,0.95,{},2022-04-05 17:11:44.092000+05:30
1649158842148,0.97,{},2022-04-05 17:10:42.148000+05:30
1649156126016,0.87,{},2022-04-05 16:25:26.016000+05:30
1649156002270,0.92,{},2022-04-05 16:23:22.270000+05:30
1649155940402,0.91,{},2022-04-05 16:22:20.402000+05:30
1649155754589,0.9,{},2022-04-05 16:19:14.589000+05:30
1649155692617,0.9,{},2022-04-05 16:18:12.617000+05:30
1649155630537,0.89,{},2022-04-05 16:17:10.537000+05:30
1649155568496,0.89,{},2022-04-05 16:16:08.496000+05:30
1649155506461,0.89,{},2022-04-05 16:15:06.461000+05:30
1649155444441,0.88,{},2022-04-05 16:14:04.441000+05:30
1649155382452,0.88,{},2022-04-05 16:13:02.452000+05:30
1649155320486,0.88,{},2022-04-05 16:12:00.486000+05:30
1649155258598,0.89,{},2022-04-05 16:10:58.598000+05:30
1649155196662,0.88,{},2022-04-05 16:09:56.662000+05:30
1649155134744,0.88,{},2022-04-05 16:08:54.744000+05:30
1649155072860,0.9,{},2022-04-05 16:07:52.860000+05:30
1649155011003,0.89,{},2022-04-05 16:06:51.003000+05:30
1649154949253,0.87,{},2022-04-05 16:05:49.253000+05:30
1649154887187,0.88,{},2022-04-05 16:04:47.187000+05:30
1649154825241,0.89,{},2022-04-05 16:03:45.241000+05:30
1649154763335,1.11,{},2022-04-05 16:02:43.335000+05:30
1649154701429,1.1,{},2022-04-05 16:01:41.429000+05:30
1649154639472,1.1,{},2022-04-05 16:00:39.472000+05:30
1649154577538,1.14,{},2022-04-05 15:59:37.538000+05:30
1649154515608,1.16,{},2022-04-05 15:58:35.608000+05:30
1649154453566,1.11,{},2022-04-05 15:57:33.566000+05:30
1649154391602,1.13,{},2022-04-05 15:56:31.602000+05:30
1649154329656,1.12,{},2022-04-05 15:55:29.656000+05:30
1649154267667,1.12,{},2022-04-05 15:54:27.667000+05:30
1649154205862,1.11,{},2022-04-05 15:53:25.862000+05:30
1649154143782,1.13,{},2022-04-05 15:52:23.782000+05:30
1649154081877,1.14,{},2022-04-05 15:51:21.877000+05:30
1649150787693,1.27,{},2022-04-05 14:56:27.693000+05:30
1649150725902,1.28,{},2022-04-05 14:55:25.902000+05:30
1649150663888,1.31,{},2022-04-05 14:54:23.888000+05:30
1649150540112,1.32,{},2022-04-05 14:52:20.112000+05:30
1649150478214,1.51,{},2022-04-05 14:51:18.214000+05:30
1649150416296,1.53,{},2022-04-05 14:50:16.296000+05:30
1649150354374,1.34,{},2022-04-05 14:49:14.374000+05:30
1649150292409,1.33,{},2022-04-05 14:48:12.409000+05:30
1649150230415,1.3,{},2022-04-05 14:47:10.415000+05:30
1649150168409,1.31,{},2022-04-05 14:46:08.409000+05:30
1649150106389,1.21,{},2022-04-05 14:45:06.389000+05:30
1649150044352,1.23,{},2022-04-05 14:44:04.352000+05:30
1649149982290,1.26,{},2022-04-05 14:43:02.290000+05:30
1649149920301,1.28,{},2022-04-05 14:42:00.301000+05:30
1649149858496,1.26,{},2022-04-05 14:40:58.496000+05:30
1649149796195,1.25,{},2022-04-05 14:39:56.195000+05:30
1649149734076,1.23,{},2022-04-05 14:38:54.076000+05:30
1649149672001,1.25,{},2022-04-05 14:37:52.001000+05:30
1649149610004,1.24,{},2022-04-05 14:36:50.004000+05:30
1649149485904,1.29,{},2022-04-05 14:34:45.904000+05:30
1649149423999,1.26,{},2022-04-05 14:33:43.999000+05:30
1649149362844,1.2,{},2022-04-05 14:32:42.844000+05:30
1649149299855,1.21,{},2022-04-05 14:31:39.855000+05:30
1649149237846,1.24,{},2022-04-05 14:30:37.846000+05:30
1649149175830,1.21,{},2022-04-05 14:29:35.830000+05:30
1649149113775,1.23,{},2022-04-05 14:28:33.775000+05:30
1649149051730,1.24,{},2022-04-05 14:27:31.730000+05:30
1649148989712,1.26,{},2022-04-05 14:26:29.712000+05:30
1649148927695,1.2,{},2022-04-05 14:25:27.695000+05:30
1649148865667,1.24,{},2022-04-05 14:24:25.667000+05:30
1649148803617,1.24,{},2022-04-05 14:23:23.617000+05:30
1649148741661,1.22,{},2022-04-05 14:22:21.661000+05:30
1649148679514,1.3,{},2022-04-05 14:21:19.514000+05:30
1649148617497,1.25,{},2022-04-05 14:20:17.497000+05:30
1649148555572,1.32,{},2022-04-05 14:19:15.572000+05:30
1649148493584,1.3,{},2022-04-05 14:18:13.584000+05:30
1649148431625,1.3,{},2022-04-05 14:17:11.625000+05:30
1649148245737,1.39,{},2022-04-05 14:14:05.737000+05:30
1649148183780,1.39,{},2022-04-05 14:13:03.780000+05:30
1649148059838,1.31,{},2022-04-05 14:10:59.838000+05:30
1649147998051,1.34,{},2022-04-05 14:09:58.051000+05:30
1649147935957,1.31,{},2022-04-05 14:08:55.957000+05:30
1649147874029,1.31,{},2022-04-05 14:07:54.029000+05:30
1649147812121,1.31,{},2022-04-05 14:06:52.121000+05:30
1649147688399,1.31,{},2022-04-05 14:04:48.399000+05:30
1649147626521,1.31,{},2022-04-05 14:03:46.521000+05:30
1649147564680,1.37,{},2022-04-05 14:02:44.680000+05:30
1649147441037,1.33,{},2022-04-05 14:00:41.037000+05:30
1649147379170,1.38,{},2022-04-05 13:59:39.170000+05:30
1649147317297,1.38,{},2022-04-05 13:58:37.297000+05:30
1649147255451,1.32,{},2022-04-05 13:57:35.451000+05:30
1649147193674,1.35,{},2022-04-05 13:56:33.674000+05:30
1649147131507,1.35,{},2022-04-05 13:55:31.507000+05:30
1649147072609,1.34,{},2022-04-05 13:54:32.609000+05:30
1649147007621,1.38,{},2022-04-05 13:53:27.621000+05:30
1649146948770,1.38,{},2022-04-05 13:52:28.770000+05:30
1649146885701,1.38,{},2022-04-05 13:51:25.701000+05:30
1649146821845,1.4,{},2022-04-05 13:50:21.845000+05:30
